City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Lobito,AO,2020-08-21 00:48:30,-12.35,13.55,69.03,87,76,5.75
279,Port Macquarie,AU,2020-08-21 00:45:25,-31.43,152.92,64.0,47,9,1.99
280,Avera,US,2020-08-21 00:44:20,33.19,-82.53,77.0,61,40,5.82
281,Uthal,PK,2020-08-21 00:48:31,25.81,66.62,83.5,78,100,1.23
282,Nivala,FI,2020-08-21 00:48:31,63.92,24.97,55.99,89,0,3.24
283,Sibolga,ID,2020-08-21 00:48:31,1.74,98.78,80.55,78,74,1.05
284,Laguna,US,2020-08-21 00:44:45,38.42,-121.42,91.4,25,90,4.7
285,Seoul,KR,2020-08-21 00:47:14,37.57,126.98,82.4,74,90,3.06
286,Mpika,ZM,2020-08-21 00:48:31,-11.83,31.45,59.47,72,0,11.07
287,Inirida,CO,2020-08-21 00:48:31,3.87,-67.92,76.78,86,27,2.01
288,Sisimiut,GL,2020-08-21 00:47:18,66.94,-53.67,51.1,72,0,3.6
289,Mokhsogollokh,RU,2020-08-21 00:48:31,61.47,128.92,59.54,49,0,4.88
290,Asau,RO,2020-08-21 00:48:32,46.43,26.4,57.0,99,0,4.38
291,Rawlins,US,2020-08-21 00:48:32,41.79,-107.24,69.8,43,20,32.21
292,Torbay,CA,2020-08-21 00:44:46,47.67,-52.73,64.0,77,5,14.99
293,Xiaoweizhai,CN,2020-08-21 00:48:32,26.19,107.51,69.15,94,100,3.91
294,Vila Velha,BR,2020-08-21 00:48:19,-20.33,-40.29,73.4,83,75,10.29
295,Nanortalik,GL,2020-08-21 00:48:32,60.14,-45.24,45.01,74,0,0.94
296,Abu Samrah,SY,2020-08-21 00:48:32,35.3,37.18,66.45,83,0,9.84
297,Coos Bay,US,2020-08-21 00:48:32,43.37,-124.22,78.01,73,90,14.99
298,Flinders,AU,2020-08-21 00:48:32,-34.58,150.86,61.0,52,100,11.99
299,Ashtabula,US,2020-08-21 00:45:41,41.7,-80.77,69.01,85,0,1.32
300,Payo,ID,2020-08-21 00:48:32,-3.75,103.64,79.88,71,50,1.81
301,Anadyr,RU,2020-08-21 00:48:33,64.75,177.48,60.8,48,100,11.18
302,Harrison,US,2020-08-21 00:48:33,30.41,-89.04,80.6,69,20,6.93
303,Yenagoa,NG,2020-08-21 00:48:33,4.92,6.26,74.86,89,100,7.58
304,Santa Luzia,BR,2020-08-21 00:48:33,-19.77,-43.85,73.4,69,79,13.87
305,Banda Aceh,ID,2020-08-21 00:48:33,5.56,95.32,80.87,76,94,4.21
306,Saint-Georges,GD,2020-08-21 00:48:33,12.06,-61.75,82.4,88,20,5.82
307,Iquique,CL,2020-08-21 00:48:33,-20.22,-70.14,59.0,72,40,12.75
308,Yantikovo,RU,2020-08-21 00:48:33,55.82,47.91,55.4,62,100,4.47
309,Manoel Urbano,BR,2020-08-21 00:48:33,-8.84,-69.26,75.7,84,31,6.8
310,Olinda,BR,2020-08-21 00:45:43,-8.01,-34.86,75.2,94,75,10.29
311,Casas Grandes,MX,2020-08-21 00:45:05,30.37,-107.95,88.99,28,0,2.71
312,Oschersleben,DE,2020-08-21 00:48:34,52.03,11.25,69.01,77,64,5.5
313,Berlevag,NO,2020-08-21 00:48:34,70.86,29.09,48.27,80,27,8.5
314,Manzil Salim,TN,2020-08-21 00:48:34,35.86,8.48,84.2,32,20,5.82
315,Marovoay,MG,2020-08-21 00:48:34,-16.1,46.63,69.8,77,21,3.36
316,Mazzarino,IT,2020-08-21 00:48:34,37.3,14.21,75.0,83,0,3.36
317,Grindavik,IS,2020-08-21 00:48:34,63.84,-22.43,48.2,76,100,9.17
318,Gushikawa,JP,2020-08-21 00:48:34,26.35,127.87,87.8,79,40,9.17
319,College,US,2020-08-21 00:48:34,64.86,-147.8,71.01,60,75,3.36
320,Bonavista,CA,2020-08-21 00:48:34,48.65,-53.11,63.0,77,0,11.99
321,Marawi,PH,2020-08-21 00:48:34,8.0,124.29,81.0,76,79,1.01
322,Rio Gallegos,AR,2020-08-21 00:46:21,-51.62,-69.22,46.4,65,100,19.46
323,Gamba,GA,2020-08-21 00:48:34,-2.65,10.0,71.92,86,100,5.75
324,Saldanha,ZA,2020-08-21 00:48:34,-33.01,17.94,48.2,87,0,4.7
325,Kande,TG,2020-08-21 00:48:35,9.96,1.04,77.0,94,20,6.93
326,Paisley,GB,2020-08-21 00:48:36,55.83,-4.43,62.6,77,100,12.75
327,Lavumisa,SZ,2020-08-21 00:48:36,-27.31,31.89,53.51,91,29,2.77
328,Yamethin,MM,2020-08-21 00:48:36,20.43,96.15,76.69,84,95,5.64
329,Hearst,CA,2020-08-21 00:48:36,49.68,-83.67,61.92,66,89,2.64
330,Barahan,PH,2020-08-21 00:48:36,13.01,120.76,83.8,69,59,3.31
331,Bueu,ES,2020-08-21 00:48:36,42.32,-8.79,62.6,88,75,6.93
332,Olafsvik,IS,2020-08-21 00:48:36,64.89,-23.71,48.65,80,0,18.48
333,Hualmay,PE,2020-08-21 00:45:41,-11.1,-77.61,60.24,83,100,9.55
334,Wajid,SO,2020-08-21 00:48:36,3.81,43.25,71.76,75,78,16.51
335,Hackettstown,US,2020-08-21 00:47:58,40.85,-74.83,66.2,72,18,2.26
336,Yeppoon,AU,2020-08-21 00:47:33,-23.13,150.73,73.4,34,0,5.82
337,Petropavlovsk-Kamchatskiy,RU,2020-08-21 00:48:37,53.05,158.65,60.8,72,75,2.24
338,Catuday,PH,2020-08-21 00:48:37,16.29,119.81,79.5,84,93,9.78
339,Isangel,VU,2020-08-21 00:48:37,-19.55,169.27,84.2,58,20,5.82
340,Baoding,CN,2020-08-21 00:48:37,38.85,115.49,73.04,65,0,2.39
341,Mehamn,NO,2020-08-21 00:48:37,71.04,27.85,46.92,83,51,6.6
342,Le Vauclin,MQ,2020-08-21 00:48:37,14.55,-60.84,82.4,83,1,6.93
343,Monticello,US,2020-08-21 00:48:37,45.31,-93.79,79.0,69,0,10.56
344,Nicoya,CR,2020-08-21 00:45:02,10.15,-85.45,73.4,100,75,5.82
345,Tucuman,AR,2020-08-21 00:48:37,-26.82,-65.22,48.2,39,0,6.93
346,Ternate,ID,2020-08-21 00:48:37,0.8,127.4,82.58,72,1,5.03
347,Hami,CN,2020-08-21 00:44:16,42.8,93.45,77.99,29,88,5.59
348,Dalvik,IS,2020-08-21 00:47:40,65.97,-18.53,46.4,75,76,2.24
349,Springfield,US,2020-08-21 00:48:39,37.22,-93.3,82.99,34,1,4.7
350,Slave Lake,CA,2020-08-21 00:48:39,55.28,-114.77,64.4,72,90,2.24
351,Lang Son,VN,2020-08-21 00:48:36,21.83,106.73,80.04,83,100,1.07
352,Mogadishu,SO,2020-08-21 00:48:39,2.04,45.34,76.08,82,7,14.23
353,Vardo,NO,2020-08-21 00:44:27,70.37,31.11,48.22,85,100,3.06
354,Vyazemskiy,RU,2020-08-21 00:48:39,47.54,134.75,66.11,66,0,8.23
355,Samarai,PG,2020-08-21 00:48:39,-10.62,150.67,77.11,78,34,9.48
356,Quatre Cocos,MU,2020-08-21 00:48:39,-20.21,57.76,70.0,77,20,8.05
357,Da Nang,VN,2020-08-21 00:48:39,16.07,108.22,82.4,83,20,5.57
358,Marion,US,2020-08-21 00:43:57,39.77,-86.16,77.0,53,20,8.05
359,Touros,BR,2020-08-21 00:44:32,-5.2,-35.46,75.2,94,20,5.82
360,Waipawa,NZ,2020-08-21 00:48:41,-41.41,175.52,59.0,67,29,17.22
361,Taos,US,2020-08-21 00:48:41,36.41,-105.57,84.2,14,1,17.22
362,Aklavik,CA,2020-08-21 00:48:41,68.22,-135.01,64.4,55,75,4.7
363,Khvorostyanka,RU,2020-08-21 00:48:41,52.61,48.96,48.83,79,0,5.61
364,San Isidro,PE,2020-08-21 00:48:41,-12.12,-77.05,60.8,77,90,11.41
365,Sterling,US,2020-08-21 00:48:31,39.01,-77.43,75.99,64,40,6.93
366,Tual,ID,2020-08-21 00:48:41,-5.67,132.75,79.2,83,7,13.62
367,Najran,SA,2020-08-21 00:48:41,17.49,44.13,77.0,23,36,2.33
368,Filingue,NE,2020-08-21 00:48:42,14.35,3.32,86.92,51,57,14.14
369,Atar,MR,2020-08-21 00:48:42,20.52,-13.05,89.29,44,6,11.34
370,Airai,TL,2020-08-21 00:48:42,-8.93,125.41,74.75,23,0,4.74
371,Port Jervis,US,2020-08-21 00:48:42,41.38,-74.69,66.2,72,1,2.57
372,Te Anau,NZ,2020-08-21 00:48:42,-45.42,167.72,51.46,76,100,3.09
373,Djambala,CG,2020-08-21 00:48:42,-2.54,14.75,70.16,80,100,5.21
374,Itaituba,BR,2020-08-21 00:48:42,-4.28,-55.98,81.34,38,87,1.79
375,Oksfjord,NO,2020-08-21 00:48:42,70.24,22.35,48.2,87,84,3.36
376,Las Palmas,ES,2020-08-21 00:48:42,28.42,-14.01,73.4,88,75,14.99
377,Cap Malheureux,MU,2020-08-21 00:48:42,-19.98,57.61,70.0,59,6,4.0
378,Shingu,JP,2020-08-21 00:48:42,33.73,135.98,89.6,70,20,4.7
379,Syracuse,IT,2020-08-21 00:48:43,37.09,15.28,77.0,88,0,2.24
380,Plyussa,RU,2020-08-21 00:48:43,58.43,29.37,54.19,81,100,3.85
381,Boda,CF,2020-08-21 00:48:43,4.32,17.47,68.23,97,100,3.33
382,Kaniama,CD,2020-08-21 00:48:43,-7.57,24.18,68.09,82,16,1.66
383,Gazli,UZ,2020-08-21 00:48:43,40.13,63.45,67.23,29,0,8.95
384,Mto Wa Mbu,TZ,2020-08-21 00:48:43,-3.35,35.85,66.78,74,93,5.88
385,Ambon,ID,2020-08-21 00:48:43,-3.7,128.18,80.6,83,40,3.36
386,Popova,RU,2020-08-21 00:48:43,42.96,131.72,66.2,68,100,2.24
387,Sorland,NO,2020-08-21 00:48:43,67.67,12.69,51.03,74,50,11.41
388,Nueve De Julio,AR,2020-08-21 00:48:05,-35.44,-60.88,45.0,38,0,1.01
389,San Patricio,MX,2020-08-21 00:43:48,19.22,-104.7,86.0,74,75,11.41
390,Skjervoy,NO,2020-08-21 00:48:44,70.03,20.97,50.25,74,0,2.66
391,Okato,NZ,2020-08-21 00:48:44,-39.2,173.88,55.99,84,83,21.0
392,Mount Gambier,AU,2020-08-21 00:48:44,-37.83,140.77,42.8,87,75,19.46
393,Broken Hill,AU,2020-08-21 00:48:44,-31.95,141.43,53.6,66,11,19.46
394,Khorixas,NA,2020-08-21 00:44:31,-20.37,14.97,56.12,26,0,8.28
395,Victor Harbor,AU,2020-08-21 00:48:44,-35.57,138.62,53.01,65,61,3.0
396,Flin Flon,CA,2020-08-21 00:48:44,54.77,-101.86,74.98,44,2,0.22
397,Yambio,SS,2020-08-21 00:48:44,4.57,28.4,68.14,93,100,0.87
398,Nizhniy Kuranakh,RU,2020-08-21 00:48:44,58.84,125.49,62.06,59,0,2.13
399,Saint-Joseph,RE,2020-08-21 00:48:44,-21.37,55.62,68.0,49,26,10.29
400,Dunda,TZ,2020-08-21 00:48:45,-8.12,34.25,59.02,74,100,1.99
401,Tucuma,BR,2020-08-21 00:46:36,-0.18,-50.05,78.51,86,0,9.24
402,Ziro,IN,2020-08-21 00:44:31,27.63,93.83,60.4,100,3,0.85
403,Kutum,SD,2020-08-21 00:48:45,14.2,24.67,73.08,72,55,5.41
404,Garissa,KE,2020-08-21 00:48:45,-0.45,39.64,72.52,79,49,15.55
405,Kununurra,AU,2020-08-21 00:48:45,-15.77,128.73,82.4,18,0,5.82
406,Port Lincoln,AU,2020-08-21 00:48:45,-34.73,135.87,52.95,60,83,24.29
407,Buenaventura,CO,2020-08-21 00:48:45,3.88,-77.03,75.49,92,100,3.15
408,Kaitangata,NZ,2020-08-21 00:48:46,-46.28,169.85,53.01,81,100,8.01
409,Novobirilyussy,RU,2020-08-21 00:48:46,56.95,90.67,56.66,72,99,4.16
410,Coihaique,CL,2020-08-21 00:48:46,-45.58,-72.07,41.0,75,93,4.7
411,Pingzhuang,CN,2020-08-21 00:48:46,42.04,119.29,66.42,44,0,4.27
412,Araouane,ML,2020-08-21 00:48:46,18.9,-3.53,97.0,23,0,2.17
413,Kapenguria,KE,2020-08-21 00:48:46,1.25,35.09,56.05,88,0,3.58
414,Shangrao,CN,2020-08-21 00:48:46,28.45,117.97,85.46,72,100,4.25
415,Aqtobe,KZ,2020-08-21 00:48:46,50.28,57.21,48.2,81,1,4.47
416,Anloga,GH,2020-08-21 00:48:47,5.79,0.9,75.2,88,40,12.75
417,Dharchula,IN,2020-08-21 00:48:47,29.85,80.53,68.5,74,98,0.74
418,Cordoba,AR,2020-08-21 00:47:14,-31.41,-64.18,48.0,43,0,10.29
419,Kargasok,RU,2020-08-21 00:48:47,59.06,80.86,51.62,95,100,11.68
420,Champerico,GT,2020-08-21 00:48:47,14.3,-91.92,73.4,100,90,4.7
421,Gravelbourg,CA,2020-08-21 00:48:47,49.88,-106.55,77.16,47,95,23.96
422,Goure,NE,2020-08-21 00:48:47,13.98,10.27,82.0,71,100,4.0
423,Cururupu,BR,2020-08-21 00:44:25,-1.83,-44.87,75.79,88,12,4.43
424,Henties Bay,NA,2020-08-21 00:48:47,-22.12,14.28,57.22,42,0,5.35
425,Ust-Maya,RU,2020-08-21 00:48:48,60.42,134.53,57.16,46,0,7.76
426,Okhotsk,RU,2020-08-21 00:48:48,59.38,143.3,55.94,60,100,5.35
427,Guerrero Negro,MX,2020-08-21 00:44:51,27.98,-114.06,81.09,57,100,13.98
428,Zhigansk,RU,2020-08-21 00:48:48,66.77,123.37,45.81,59,0,17.76
429,Moyale,KE,2020-08-21 00:48:48,3.52,39.06,67.24,78,100,15.37
430,Hof,DE,2020-08-21 00:48:48,50.32,11.92,66.0,70,0,4.94
431,Xuanhua,CN,2020-08-21 00:48:48,40.61,115.04,66.6,75,51,5.19
432,Abastumani,GE,2020-08-21 00:48:48,41.71,42.85,71.6,94,75,9.17
433,Gurlan,UZ,2020-08-21 00:48:48,41.84,60.39,71.6,59,0,4.7
434,Tambura,SS,2020-08-21 00:48:48,5.6,27.47,68.22,96,81,0.45
435,Acapulco,MX,2020-08-21 00:48:49,16.86,-99.89,84.2,79,75,2.24
436,Meadow Lake,US,2020-08-21 00:48:49,34.8,-106.54,96.8,11,40,8.05
437,Severodvinsk,RU,2020-08-21 00:48:49,64.56,39.83,41.0,100,0,2.24
438,Thinadhoo,MV,2020-08-21 00:48:49,0.53,72.93,83.89,61,100,3.53
439,Bafra,TR,2020-08-21 00:48:49,41.57,35.91,73.4,73,75,8.05
440,Perth,AU,2020-08-21 00:48:49,-31.93,115.83,54.0,93,100,4.7
441,East London,ZA,2020-08-21 00:46:30,-33.02,27.91,60.55,71,100,11.45
442,Jacqueville,CI,2020-08-21 00:48:49,5.21,-4.41,74.64,90,100,14.23
443,San Buenaventura,MX,2020-08-21 00:45:06,27.08,-101.53,99.0,23,40,11.1
444,Takoradi,GH,2020-08-21 00:48:50,4.88,-1.76,74.93,87,100,11.79
445,Jingdezhen,CN,2020-08-21 00:48:50,29.29,117.21,86.85,73,13,2.28
446,Uvira,CD,2020-08-21 00:48:50,-3.41,29.15,75.78,51,39,3.33
447,Irbeyskoye,RU,2020-08-21 00:48:50,55.64,95.45,61.99,67,96,3.24
448,Tuatapere,NZ,2020-08-21 00:48:50,-46.13,167.68,54.93,68,100,2.84
449,Luderitz,NA,2020-08-21 00:48:50,-26.65,15.16,58.6,34,0,11.92
450,Boa Esperanca,BR,2020-08-21 00:48:50,-21.09,-45.57,64.72,79,70,9.53
451,Pacific Grove,US,2020-08-21 00:48:50,36.62,-121.92,71.6,56,90,8.05
452,Boende,CD,2020-08-21 00:48:51,-0.22,20.87,72.54,97,22,1.99
453,Mumbwa,ZM,2020-08-21 00:48:51,-14.98,27.06,63.54,62,36,7.49
454,Port Hardy,CA,2020-08-21 00:48:51,50.7,-127.42,62.6,88,75,3.36
455,Kailua,US,2020-08-21 00:48:51,21.4,-157.74,89.6,62,40,12.75
456,Langsa,ID,2020-08-21 00:48:51,4.47,97.97,79.92,81,100,3.15
457,Praia,CV,2020-08-21 00:48:51,14.92,-23.51,78.8,65,20,11.41
458,Balsas,BR,2020-08-21 00:48:51,-7.53,-46.04,75.54,32,0,1.63
459,Lovozero,RU,2020-08-21 00:48:51,68.0,35.01,51.82,94,100,2.13
460,Kaseda,JP,2020-08-21 00:48:51,31.42,130.32,84.2,83,20,3.36
461,Kapit,MY,2020-08-21 00:48:51,2.02,112.93,80.56,76,100,2.21
462,Palu,ID,2020-08-21 00:43:56,-0.89,119.87,83.97,63,62,2.24
463,Palora,EC,2020-08-21 00:48:52,-1.7,-77.93,68.16,96,100,2.08
464,Salihorsk,BY,2020-08-21 00:48:52,52.79,27.54,59.29,94,100,5.21
465,Havelock,US,2020-08-21 00:48:52,34.88,-76.9,77.0,94,75,4.07
466,Algiers,DZ,2020-08-21 00:48:52,36.75,3.04,77.0,88,20,2.24
467,Tabuk,PH,2020-08-21 00:48:52,17.42,121.44,80.47,78,46,2.48
468,Jibuti,DJ,2020-08-21 00:48:53,11.5,42.5,93.2,46,1,10.0
469,Ulladulla,AU,2020-08-21 00:44:51,-35.35,150.47,57.99,47,40,18.34
470,Los Llanos De Aridane,ES,2020-08-21 00:48:53,28.66,-17.92,71.6,73,0,5.82
471,Kitaibaraki,JP,2020-08-21 00:48:53,36.78,140.75,93.0,54,0,6.58
472,Lazaro Cardenas,MX,2020-08-21 00:48:54,17.96,-102.2,80.85,82,100,7.31
473,Tabou,CI,2020-08-21 00:48:54,4.42,-7.35,75.0,84,96,11.07
474,Kawardha,IN,2020-08-21 00:48:54,22.02,81.25,78.4,86,100,1.25
475,Beloeil,CA,2020-08-21 00:43:58,45.57,-73.2,66.2,55,90,4.72
476,Salalah,OM,2020-08-21 00:48:54,17.02,54.09,78.8,94,90,1.12
477,Kendari,ID,2020-08-21 00:48:54,-3.94,122.5,81.43,65,4,2.33
478,Tambovka,RU,2020-08-21 00:48:54,50.1,128.05,64.4,63,10,8.95
479,Kyaikkami,MM,2020-08-21 00:48:54,16.08,97.57,77.5,89,100,9.44
480,Weihe,CN,2020-08-21 00:48:54,33.0,105.32,65.71,87,90,5.3
481,Madera,US,2020-08-21 00:46:06,37.17,-119.83,96.01,15,0,1.01
482,Kota Kinabalu,MY,2020-08-21 00:48:54,5.97,116.07,80.6,74,20,5.82
483,Itarema,BR,2020-08-21 00:48:55,-2.92,-39.92,77.27,81,17,12.86
484,Muisne,EC,2020-08-21 00:48:55,0.6,-80.03,72.99,85,87,9.19
485,Bacolod,PH,2020-08-21 00:48:55,10.67,122.95,83.03,74,100,5.41
486,Charleston,US,2020-08-21 00:48:55,32.78,-79.93,81.0,83,40,4.7
487,Douglas,US,2020-08-21 00:48:55,41.3,-96.17,80.6,57,1,8.05
488,Tautira,PF,2020-08-21 00:48:55,-17.73,-149.15,82.4,69,75,5.82
489,Mudhol,IN,2020-08-21 00:48:55,16.35,75.28,73.45,86,100,11.23
490,Houma,US,2020-08-21 00:48:56,29.6,-90.72,82.0,78,1,5.82
491,Elko,US,2020-08-21 00:44:52,41.0,-115.5,91.4,9,20,18.34
492,Altea,ES,2020-08-21 00:48:57,38.6,-0.05,78.01,75,0,5.88
493,Kurilsk,RU,2020-08-21 00:48:57,45.23,147.88,61.21,58,76,2.66
494,Nome,US,2020-08-21 00:48:57,64.5,-165.41,62.01,82,40,10.29
495,Clyde River,CA,2020-08-21 00:48:57,70.47,-68.59,45.34,81,100,6.17
496,Dehloran,IR,2020-08-21 00:48:57,32.69,47.27,86.05,13,0,4.56
497,Pundaguitan,PH,2020-08-21 00:48:57,6.37,126.17,83.23,74,4,5.1
498,Bontang,ID,2020-08-21 00:48:57,0.13,117.5,79.63,82,82,4.54
499,Riverton,US,2020-08-21 00:48:57,40.52,-111.94,93.99,21,1,6.93
500,Chiang Kham,TH,2020-08-21 00:48:57,19.52,100.3,77.0,100,40,1.72
501,Sabang,ID,2020-08-21 00:48:58,5.89,95.32,82.85,71,86,7.72
502,Evensk,RU,2020-08-21 00:48:58,61.95,159.23,48.99,88,100,28.12
503,Mwene-Ditu,CD,2020-08-21 00:48:58,-7.0,23.45,72.82,68,95,1.63
504,Winnemucca,US,2020-08-21 00:48:58,40.97,-117.74,93.2,6,20,11.41
505,Fuxin,CN,2020-08-21 00:48:58,42.02,121.66,69.53,44,0,10.49
506,Ust-Omchug,RU,2020-08-21 00:48:58,61.15,149.63,37.51,80,100,10.8
507,Ayr,GB,2020-08-21 00:48:58,55.46,-4.63,62.6,82,75,16.11
508,Cedar City,US,2020-08-21 00:48:58,37.68,-113.06,93.2,12,1,6.93
509,Adrar,MR,2020-08-21 00:48:59,20.5,-10.07,93.42,31,20,10.47
510,Pokhara,NP,2020-08-21 00:48:59,28.23,83.98,72.55,78,69,0.29
511,Lhokseumawe,ID,2020-08-21 00:48:59,5.18,97.15,81.41,78,92,3.04
512,Blackwater,AU,2020-08-21 00:48:59,-23.58,148.88,69.66,25,0,5.32
513,Salinopolis,BR,2020-08-21 00:48:59,-0.61,-47.36,80.02,81,65,13.09
514,Saurimo,AO,2020-08-21 00:48:59,-9.66,20.39,72.77,28,86,3.71
515,Micheweni,TZ,2020-08-21 00:48:59,-4.97,39.83,74.21,85,76,9.64
516,Krasnooktyabrskiy,RU,2020-08-21 00:48:59,44.93,38.37,68.0,89,100,6.29
517,Kampong Thum,KH,2020-08-21 00:49:00,12.71,104.89,77.88,85,100,1.81
518,Neiafu,TO,2020-08-21 00:49:00,-18.65,-173.98,82.4,78,40,9.17
519,Griffith,US,2020-08-21 00:49:01,41.53,-87.42,75.99,56,1,5.82
520,Stokmarknes,NO,2020-08-21 00:49:02,68.56,14.91,42.01,92,100,5.99
521,Norfolk,US,2020-08-21 00:48:20,42.17,-71.25,69.8,60,1,6.15
522,Portales,US,2020-08-21 00:49:02,34.19,-103.33,93.0,21,0,1.99
523,Taunggyi,MM,2020-08-21 00:49:02,20.78,97.03,63.73,100,100,2.35
524,Harper,LR,2020-08-21 00:49:02,4.38,-7.72,74.91,84,47,10.89
525,Lagoa,PT,2020-08-21 00:49:02,39.05,-27.98,69.37,79,85,14.45
526,Wasilla,US,2020-08-21 00:49:02,61.58,-149.44,71.6,60,20,4.47
527,Venado Tuerto,AR,2020-08-21 00:49:02,-33.75,-61.97,37.0,56,0,3.0
528,Buraydah,SA,2020-08-21 00:49:02,26.33,43.98,80.6,34,22,3.36
529,Axim,GH,2020-08-21 00:49:02,4.87,-2.24,75.09,87,100,11.25
530,Andros,GR,2020-08-21 00:49:02,37.83,24.93,79.0,58,0,7.0
531,Tukrah,LY,2020-08-21 00:49:03,32.53,20.58,77.11,77,2,13.6
532,Sorong,ID,2020-08-21 00:49:03,-0.88,131.25,81.25,80,0,5.77
533,Malard,IR,2020-08-21 00:49:03,35.67,50.98,78.8,68,0,4.7
534,Zatoka,UA,2020-08-21 00:49:03,46.07,30.47,68.0,68,0,7.58
535,Kankan,GN,2020-08-21 00:49:03,10.39,-9.31,71.55,96,95,7.63
536,Serebryansk,KZ,2020-08-21 00:49:03,49.69,83.29,59.0,72,75,8.95
537,Port Hawkesbury,CA,2020-08-21 00:49:03,45.62,-61.35,63.0,67,1,5.82
538,Maxixe,MZ,2020-08-21 00:49:03,-23.86,35.35,66.63,77,91,5.37
539,Port Augusta,AU,2020-08-21 00:49:03,-32.5,137.77,50.0,93,90,6.93
540,Powell River,CA,2020-08-21 00:49:03,49.85,-124.54,62.6,100,90,4.7
541,Maryville,US,2020-08-21 00:49:03,35.76,-83.97,73.99,78,90,3.36
542,Windsor,CA,2020-08-21 00:46:51,42.3,-83.02,77.0,60,1,8.05
543,Mikhaylovka,RU,2020-08-21 00:49:03,50.06,43.24,62.01,55,97,1.99
544,Carroll,US,2020-08-21 00:49:03,39.55,-77.02,71.01,72,79,4.74
545,Sabha,LY,2020-08-21 00:49:04,27.04,14.43,83.28,30,0,10.27
546,Luau,AO,2020-08-21 00:49:04,-10.71,22.22,73.15,27,94,6.91
547,Parangan,PH,2020-08-21 00:49:04,5.08,119.94,84.4,72,82,7.05
548,Guapi,CO,2020-08-21 00:49:04,2.57,-77.89,74.71,90,85,4.97
549,Tynda,RU,2020-08-21 00:49:04,55.17,124.72,66.69,61,76,2.1
550,Aurora,US,2020-08-21 00:47:51,39.73,-104.83,84.0,28,75,8.05
551,Camabatela,AO,2020-08-21 00:49:04,-8.19,15.38,60.67,94,99,6.98
552,Barillas,GT,2020-08-21 00:49:04,15.8,-91.32,63.27,92,99,2.28
553,Svetlyy,RU,2020-08-21 00:49:04,54.67,20.13,64.4,93,75,6.71
554,Nalut,LY,2020-08-21 00:49:04,30.33,10.85,82.0,31,0,13.22
555,Aktau,KZ,2020-08-21 00:49:04,43.65,51.2,69.8,43,0,11.18
556,Izmit,TR,2020-08-21 00:47:27,40.77,29.92,57.2,100,0,2.91
